observed_on,latitude,longitude,time_observed_at,time_zone,out_of_range,common_name,taxon_family_name,scientific_name,taxon_id,id,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,id_please,captive_cultivated,coordinates_obscured,place_state_name,description
20161003,42.2854311,-74.06794131,2016-10-03 17:17:33 UTC,Eastern Time (US & Canada),FALSE,Brook Trout,Salmonidae,Salvelinus fontinalis,49596,4261344,292196,dandj,2016-10-03 17:41:57 UTC,2016-10-06 12:56:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4261344,https://static.inaturalist.org/photos/5100351/medium.jpg?1475516610,FALSE,FALSE,FALSE,New York,Trout Joshua 
20161005,38.57008333,-78.302545,2016-10-05 18:19:55 UTC,Eastern Time (US & Canada),FALSE,Brook Trout,Salmonidae,Salvelinus fontinalis,49596,4280621,165609,kylefitzroy,2016-10-06 00:16:29 UTC,2017-11-10 02:15:29 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4280621,https://static.inaturalist.org/photos/5128877/medium.jpg?1475712995,FALSE,FALSE,FALSE,Virginia,"Hughes River, near park boundary, Nicholson Hollow. "
20161001,40.31628848,-121.2338003,2016-10-01 18:23:00 UTC,Pacific Time (US & Canada),FALSE,Rainbow Trout,Salmonidae,Oncorhynchus mykiss,47516,4282156,462,barbarab,2016-10-06 05:21:26 UTC,2017-04-05 23:08:00 UTC,research,CC-BY,http://www.inaturalist.org/observations/4282156,https://static.inaturalist.org/photos/5131877/medium.jpg?1475731186,FALSE,FALSE,FALSE,California,                               
20161005,35.81905867,-82.23825366,2016-10-06 00:21:57 UTC,Eastern Time (US & Canada),,Brown Trout,Salmonidae,Salmo trutta,47518,4283136,291874,brandon58,2016-10-06 11:46:10 UTC,2017-01-18 21:36:25 UTC,research,,http://www.inaturalist.org/observations/4283136,https://static.inaturalist.org/photos/5133295/medium.jpeg?1475754383,FALSE,FALSE,TRUE,North Carolina,Caught on a size 16 olive caddis.
20161006,46.0899302,-123.7196159,2016-10-06 16:17:00 UTC,Pacific Time (US & Canada),FALSE,Coho Salmon,Salmonidae,Oncorhynchus kisutch,53692,4287248,15366,mikepatterson,2016-10-06 23:00:19 UTC,2017-04-05 23:08:02 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4287248,https://static.inaturalist.org/photos/5139610/medium.jpg?1475794687,FALSE,FALSE,FALSE,Oregon,male
20161006,46.0899302,-123.7196159,2016-10-06 16:20:00 UTC,Pacific Time (US & Canada),FALSE,Coho Salmon,Salmonidae,Oncorhynchus kisutch,53692,4287250,15366,mikepatterson,2016-10-06 23:00:19 UTC,2017-04-05 23:08:02 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4287250,https://static.inaturalist.org/photos/5139612/medium.jpg?1475794693,FALSE,FALSE,FALSE,Oregon,female
20160930,48.33968667,-120.7102633,2016-09-30 02:55:00 UTC,Wellington,FALSE,Sockeye Salmon,Salmonidae,Oncorhynchus nerka,69922,4293461,151532,danilo_hegg,2016-10-07 22:18:59 UTC,2017-04-05 23:08:07 UTC,research,CC-BY-NC,http://naturewatch.org.nz/observations/4293461,https://static.inaturalist.org/photos/5149599/medium.jpg?1475878724,FALSE,FALSE,FALSE,Washington,"Sockeye salmon (Oncorhynchus nerka) spawning. Stehekin River, WA."
20160930,48.33968667,-120.7102633,2016-09-30 01:37:00 UTC,Wellington,FALSE,Chinook Salmon,Salmonidae,Oncorhynchus tshawytscha,54191,4293504,151532,danilo_hegg,2016-10-07 22:28:22 UTC,2017-04-28 03:19:36 UTC,research,CC-BY-NC,http://naturewatch.org.nz/observations/4293504,https://static.inaturalist.org/photos/5149673/medium.jpg?1475879285,FALSE,FALSE,FALSE,Washington,"Chinook salmon (Oncorhynchus tshawytscha) spawning. Stehekin River, WA."
20160917,40.61948333,-78.12443617,2016-09-17 21:16:46 UTC,Eastern Time (US & Canada),,Brown Trout,Salmonidae,Salmo trutta,47518,4294559,346745,halcyon,2016-10-08 02:14:30 UTC,2017-11-10 02:19:26 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4294559,https://static.inaturalist.org/photos/5151371/medium.jpg?1475892881,FALSE,FALSE,FALSE,Pennsylvania,18 inch wild brown trout caught on a brown elk hair caddisfly. Lovingly released back into Spruce Creek
20160730,55.45884415,-4.003818752,2016-07-30 23:30:02 UTC,Eastern Time (US & Canada),,Brown Trout,Salmonidae,Salmo trutta,47518,4294805,346752,laligurans,2016-10-08 02:41:40 UTC,2016-10-08 18:47:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4294805,https://static.inaturalist.org/photos/5151529/medium.jpg?1475894505,FALSE,FALSE,FALSE,Scotland,
20161007,35.98730702,-82.21528162,2016-10-08 02:48:18 UTC,Eastern Time (US & Canada),FALSE,Brook Trout,Salmonidae,Salvelinus fontinalis,49596,4294844,291874,brandon58,2016-10-08 02:51:27 UTC,2017-02-15 01:08:18 UTC,research,,http://www.inaturalist.org/observations/4294844,https://static.inaturalist.org/photos/5151613/medium.jpeg?1475895098,FALSE,FALSE,TRUE,North Carolina,
20110721,37.1378966,-79.04999694,2011-07-21 14:57:40 UTC,Eastern Time (US & Canada),,Brown Trout,Salmonidae,Salmo trutta,47518,4295024,346752,laligurans,2016-10-08 03:23:28 UTC,2016-10-11 22:10:17 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4295024,https://static.inaturalist.org/photos/5151900/medium.jpg?1475897012,FALSE,FALSE,FALSE,Virginia,
20161009,36.33443833,-81.46647833,2016-10-09 17:27:25 UTC,Eastern Time (US & Canada),FALSE,Brook Trout,Salmonidae,Salvelinus fontinalis,49596,4305283,289985,matt82,2016-10-09 17:46:22 UTC,2017-03-10 03:06:19 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4305283,https://static.inaturalist.org/photos/5169165/medium.jpg?1476035209,FALSE,FALSE,FALSE,North Carolina,
20161007,42.49587407,-123.4879575,2016-10-07 14:26:29 UTC,Pacific Time (US & Canada),,Coastal Rainbow Trout,Salmonidae,Oncorhynchus mykiss irideus,143607,4315358,19971,geodani,2016-10-10 22:32:41 UTC,2016-12-05 06:04:05 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4315358,https://static.inaturalist.org/photos/5185800/medium.jpg?1476138770,FALSE,FALSE,FALSE,Oregon,Adult Steelhead
20161012,39.60615159,-105.6459894,2016-10-13 03:30:50 UTC,Eastern Time (US & Canada),FALSE,Cutthroat Trout,Salmonidae,Oncorhynchus clarkii,68075,4337153,294872,jtdriver,2016-10-13 03:33:20 UTC,2017-03-17 17:55:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4337153,https://static.inaturalist.org/photos/5208193/medium.jpeg?1476329608,FALSE,FALSE,FALSE,Colorado,
20161015,39.58984597,-79.09732381,2016-10-15 16:18:07 UTC,Eastern Time (US & Canada),FALSE,Brook Trout,Salmonidae,Salvelinus fontinalis,49596,4372305,109334,rpshane,2016-10-16 21:55:09 UTC,2017-11-10 02:27:47 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4372305,https://static.inaturalist.org/photos/5241164/medium.jpg?1476654969,FALSE,FALSE,FALSE,Maryland,"Poplar lick
"
20161016,39.50115325,-79.11191428,2016-10-16 17:50:30 UTC,Eastern Time (US & Canada),,Brown Trout,Salmonidae,Salmo trutta,47518,4372314,109334,rpshane,2016-10-16 21:56:10 UTC,2017-11-10 02:27:48 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4372314,https://static.inaturalist.org/photos/5241171/medium.jpg?1476654995,FALSE,FALSE,FALSE,Maryland,
20160913,44.13599396,-78.45642853,2016-09-13 17:09:43 UTC,Eastern Time (US & Canada),,Brown Trout,Salmonidae,Salmo trutta,47518,4376673,349229,nicnaturalist,2016-10-17 13:33:08 UTC,2017-08-25 02:46:52 UTC,research,,http://www.inaturalist.org/observations/4376673,https://static.inaturalist.org/photos/5248153/medium.jpeg?1476711198,FALSE,FALSE,FALSE,,
20161017,45.20847496,5.655904412,2016-10-17 20:07:00 UTC,Paris,,Brown Trout,Salmonidae,Salmo trutta,47518,4384724,2479,naturalist,2016-10-18 15:02:39 UTC,2016-10-19 18:37:02 UTC,research,,http://www.inaturalist.org/observations/4384724,https://static.inaturalist.org/photos/5260928/medium.jpeg?1476799916,FALSE,FALSE,FALSE,,
20151212,35.32194331,-82.84584045,2015-12-12 22:17:00 UTC,Eastern Time (US & Canada),FALSE,Brook Trout,Salmonidae,Salvelinus fontinalis,49596,4403637,350861,kgardner,2016-10-21 01:24:38 UTC,2017-07-13 19:53:14 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4403637,https://static.inaturalist.org/photos/5288958/medium.jpg?1477013036,FALSE,FALSE,FALSE,North Carolina,"Southern Appalachian brook, only native brook trout to Western North Carolina"
20120724,41.86783663,-123.6629791,2012-07-24 18:59:00 UTC,Pacific Time (US & Canada),,Coastal Cutthroat Trout,Salmonidae,Oncorhynchus clarkii clarkii,128272,4408188,329176,jgarwood,2016-10-21 20:48:49 UTC,2017-10-09 22:13:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4408188,https://static.inaturalist.org/photos/5295841/medium.jpeg?1477082806,FALSE,FALSE,TRUE,California,adult animal in Middle Fork Smith River
20161022,51.21942443,-1.484119892,2016-10-22 13:39:00 UTC,London,,Brown Trout,Salmonidae,Salmo trutta,47518,4413206,277692,bwhitefield,2016-10-22 17:48:11 UTC,2017-03-26 13:26:52 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4413206,https://static.inaturalist.org/photos/5303696/medium.jpeg?1477158427,FALSE,FALSE,FALSE,England,          
20161022,47.84575693,8.856483364,2016-10-22 10:08:00 UTC,Paris,,Brown Trout,Salmonidae,Salmo trutta,47518,4413250,213733,inasiebert,2016-10-22 18:02:53 UTC,2016-10-24 17:01:08 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4413250,https://static.inaturalist.org/photos/5303723/medium.jpg?1477158851,FALSE,FALSE,FALSE,Baden-Württemberg,
20161022,35.44206702,-82.66680133,2016-10-23 03:38:27 UTC,Eastern Time (US & Canada),,River Trout,Salmonidae,Salmo trutta fario,47514,4417164,350861,kgardner,2016-10-23 03:43:14 UTC,2017-01-18 21:46:01 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4417164,https://static.inaturalist.org/photos/5368816/medium.jpg?1477750875,FALSE,FALSE,FALSE,North Carolina,Introduced to NC around 1870.. Originally from Germany 
20161021,45.27407104,-92.77285695,2016-10-21 20:46:00 UTC,Central Time (US & Canada),FALSE,Brook Trout,Salmonidae,Salvelinus fontinalis,49596,4420544,225906,gregseitz,2016-10-23 16:50:23 UTC,2016-11-03 19:18:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4420544,https://static.inaturalist.org/photos/5315324/medium.jpg?1477241036,FALSE,FALSE,FALSE,Minnesota,
20161023,42.47001599,-73.16912294,2016-10-23 19:36:45 UTC,Eastern Time (US & Canada),,Brown Trout,Salmonidae,Salmo trutta,47518,4423749,165609,kylefitzroy,2016-10-24 00:36:05 UTC,2017-05-10 17:42:04 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4423749,https://static.inaturalist.org/photos/5333537/medium.jpg?1477397675,FALSE,FALSE,FALSE,Massachusetts,
20120409,-45.0326751,168.7554308,2012-04-08 22:20:00 UTC,Wellington,,Brown Trout,Salmonidae,Salmo trutta,47518,4424183,58489,majo00,2016-10-24 01:45:14 UTC,2017-12-02 22:06:52 UTC,research,CC-BY-NC,http://naturewatch.org.nz/observations/4424183,https://static.inaturalist.org/photos/5321072/medium.jpeg?1477273159,FALSE,FALSE,FALSE,Otago,Crossing over Kawarau Falls Bridge on the footway saw this brown trout below
20110721,40.6089353,-78.13622475,2011-07-21 18:16:00 UTC,Eastern Time (US & Canada),,Brown Trout,Salmonidae,Salmo trutta,47518,4428062,346752,laligurans,2016-10-24 19:42:37 UTC,2017-11-10 02:35:53 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4428062,https://static.inaturalist.org/photos/5327139/medium.jpeg?1477338055,FALSE,FALSE,FALSE,Pennsylvania,          
20120801,41.98753083,-124.0668144,2012-08-01 18:53:00 UTC,Pacific Time (US & Canada),FALSE,Chinook Salmon,Salmonidae,Oncorhynchus tshawytscha,54191,4438198,329176,jgarwood,2016-10-26 04:27:31 UTC,2017-04-05 23:08:53 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4438198,https://static.inaturalist.org/photos/5342444/medium.jpeg?1477455915,FALSE,FALSE,TRUE,California,young of year parr in smith river
20161026,44.15975833,-71.677055,2016-10-26 19:14:11 UTC,Eastern Time (US & Canada),FALSE,Brook Trout,Salmonidae,Salvelinus fontinalis,49596,4444627,165609,kylefitzroy,2016-10-27 10:44:34 UTC,2016-11-04 16:03:45 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4444627,https://static.inaturalist.org/photos/5352574/medium.jpg?1477565097,FALSE,FALSE,FALSE,New Hampshire,Over 30 in one shallow gravel bottom pool getting ready for the spawn next to I-93. The largest were 14-15 inches.  
20060907,45.17983944,7.995042801,2006-09-06 22:00:00 UTC,Africa/Johannesburg,,Brown Trout,Salmonidae,Salmo trutta,47518,4444685,156461,birdfly,2016-10-27 11:35:35 UTC,2016-10-28 21:27:33 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4444685,https://static.inaturalist.org/photos/5360954/medium.jpeg?1477660391,FALSE,FALSE,FALSE,,Corno Chiaro
20091124,45.18841048,8.073019981,2009-11-23 23:00:00 UTC,Amsterdam,,Marble trout,Salmonidae,Salmo marmoratus,111946,4444861,156461,birdfly,2016-10-27 12:22:49 UTC,2016-11-04 10:04:12 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4444861,https://static.inaturalist.org/photos/5352680/medium.jpeg?1477570240,FALSE,FALSE,FALSE,,1 ibrido S. marmoratusX S. trutta Doretta
20150805,45.19125352,8.041605949,2015-08-04 22:00:00 UTC,Africa/Johannesburg,,Grayling,Salmonidae,Thymallus thymallus,114127,4444904,156461,birdfly,2016-10-27 12:43:19 UTC,2016-11-04 10:01:45 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4444904,https://static.inaturalist.org/photos/5352761/medium.jpg?1477571864,FALSE,FALSE,FALSE,,1 Dora Baltea
20070117,45.19397997,8.038215637,2007-01-17 14:57:00 UTC,Paris,,Brown Trout,Salmonidae,Salmo trutta,47518,4450249,156461,birdfly,2016-10-28 13:07:02 UTC,2016-10-28 14:12:47 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4450249,https://static.inaturalist.org/photos/5360938/medium.jpeg?1477659870,FALSE,FALSE,FALSE,,
20151030,44.55444652,-89.35410261,2015-10-30 08:27:00 UTC,Central Time (US & Canada),,Brown Trout,Salmonidae,Salmo trutta,47518,4456883,359145,flabellare223,2016-10-29 18:22:07 UTC,2017-05-31 03:11:07 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4456883,https://static.inaturalist.org/photos/5370843/medium.jpeg?1477764922,FALSE,FALSE,FALSE,Wisconsin,
20151030,44.55438918,-89.3541804,2015-10-30 08:29:00 UTC,Central Time (US & Canada),FALSE,Brook Trout,Salmonidae,Salvelinus fontinalis,49596,4456884,359145,flabellare223,2016-10-29 18:22:07 UTC,2017-05-31 03:10:56 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4456884,https://static.inaturalist.org/photos/5370845/medium.jpeg?1477764931,FALSE,FALSE,FALSE,Wisconsin,
20161025,43.46385333,-76.52478,2016-10-25 17:04:30 UTC,Eastern Time (US & Canada),,Brown Trout,Salmonidae,Salmo trutta,47518,4460536,176029,mlrosten,2016-10-30 12:27:58 UTC,2017-04-04 23:21:40 UTC,research,CC-BY,http://www.inaturalist.org/observations/4460536,https://static.inaturalist.org/photos/5378466/medium.jpg?1477830523,FALSE,FALSE,FALSE,New York,
20161026,39.21997833,-121.3345033,2016-10-26 17:46:51 UTC,Pacific Time (US & Canada),FALSE,Chinook Salmon,Salmonidae,Oncorhynchus tshawytscha,54191,4462911,4850,garyg,2016-10-30 18:40:29 UTC,2017-04-05 23:09:03 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/4462911,https://static.inaturalist.org/photos/5382048/medium.jpg?1477852850,FALSE,FALSE,FALSE,California,"White tail and adipose fin indicates a wild (non-hatchery) female. Deceased less than 48 hours  based on the clear eyes.
"
20140712,38.48332524,-119.9872255,2014-07-12 21:49:00 UTC,Pacific Time (US & Canada),FALSE,Rainbow Trout,Salmonidae,Oncorhynchus mykiss,47516,4466418,249795,slsfirefight,2016-10-31 01:41:44 UTC,2017-04-05 23:09:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4466418,https://static.inaturalist.org/photos/5387403/medium.jpg?1477878101,FALSE,FALSE,FALSE,California,
20150912,53.1286461,-1.816864014,2015-09-12 16:07:00 UTC,London,,Brown Trout,Salmonidae,Salmo trutta,47518,4498483,350459,stephen54,2016-11-05 11:25:15 UTC,2016-11-06 10:59:55 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4498483,https://static.inaturalist.org/photos/5437074/medium.jpg?1478345108,FALSE,FALSE,FALSE,England,
20161106,38.02890957,-122.7421975,2016-11-06 18:23:00 UTC,Pacific Time (US & Canada),FALSE,Coho Salmon,Salmonidae,Oncorhynchus kisutch,53692,4508296,40229,carrion,2016-11-06 22:23:32 UTC,2017-04-05 23:09:25 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4508296,https://static.inaturalist.org/photos/5453531/medium.jpeg?1478470833,FALSE,FALSE,FALSE,California,                               
20140727,45.35946768,-110.3505073,2014-07-27 15:09:00 UTC,Central Time (US & Canada),FALSE,Cutthroat Trout,Salmonidae,Oncorhynchus clarkii,68075,4513411,188597,gonodactylus,2016-11-07 18:59:18 UTC,2017-03-17 17:54:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4513411,https://static.inaturalist.org/photos/5461556/medium.jpg?1478545031,FALSE,FALSE,FALSE,Montana,
20161106,47.31641929,-123.2140706,2016-11-06 17:23:00 UTC,Pacific Time (US & Canada),FALSE,Chum Salmon,Salmonidae,Oncorhynchus keta,107572,4515625,300278,kathawk,2016-11-08 02:10:54 UTC,2017-04-05 23:09:29 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4515625,https://static.inaturalist.org/photos/5465189/medium.jpeg?1478570739,FALSE,FALSE,FALSE,Washington,"              Many fish crossing the road, going north.                 "
20161110,47.71071243,-122.3722,2016-11-10 23:26:51 UTC,Pacific Time (US & Canada),FALSE,Chum Salmon,Salmonidae,Oncorhynchus keta,107572,4528815,300689,ewrunn1ng,2016-11-10 23:57:40 UTC,2018-01-02 02:53:12 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4528815,https://static.inaturalist.org/photos/5485430/medium.jpeg?1478822268,FALSE,FALSE,FALSE,Washington,A chum salmon returning to spawn in Piper's Creek.
20161111,48.67298611,-122.2777389,2016-11-11 19:17:00 UTC,Pacific Time (US & Canada),FALSE,Sockeye Salmon,Salmonidae,Oncorhynchus nerka,69922,4533057,81291,tosteve,2016-11-11 22:40:53 UTC,2017-06-06 09:31:02 UTC,research,CC-BY,http://www.inaturalist.org/observations/4533057,https://static.inaturalist.org/photos/5492158/medium.jpg?1478904039,FALSE,FALSE,FALSE,Washington,Kokanee (Oncorhynchus nerka) in Branian Creek Near Lake Whatcom
20161111,48.655975,-122.2041389,2016-11-11 20:28:00 UTC,Pacific Time (US & Canada),FALSE,Coho Salmon,Salmonidae,Oncorhynchus kisutch,53692,4533060,81291,tosteve,2016-11-11 22:41:50 UTC,2017-04-05 23:09:37 UTC,research,CC-BY,http://www.inaturalist.org/observations/4533060,https://static.inaturalist.org/photos/5492166/medium.jpg?1478904098,FALSE,FALSE,FALSE,Washington,Coho Salmon (Oncorhynchus kisutch) in Ennis Creek
20161109,38.63504483,-121.2270782,2016-11-09 20:52:00 UTC,Pacific Time (US & Canada),FALSE,Chinook Salmon,Salmonidae,Oncorhynchus tshawytscha,54191,4534039,21209,rhislop,2016-11-12 01:54:28 UTC,2017-04-28 03:19:30 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4534039,https://static.inaturalist.org/photos/5493895/medium.jpeg?1478915479,FALSE,FALSE,FALSE,California,Observed many swimming up-river to spawn.          
20161110,47.71159972,-122.377696,2016-11-11 00:14:00 UTC,Pacific Time (US & Canada),FALSE,Chum Salmon,Salmonidae,Oncorhynchus keta,107572,4550382,300689,ewrunn1ng,2016-11-13 02:37:02 UTC,2018-01-02 02:54:36 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4550382,https://static.inaturalist.org/photos/5504165/medium.jpeg?1479004509,FALSE,FALSE,FALSE,Washington,
20161113,46.37914906,-123.9360809,2016-11-13 08:43:00 UTC,Pacific Time (US & Canada),FALSE,Chum Salmon,Salmonidae,Oncorhynchus keta,107572,4559918,178946,ksayce,2016-11-13 22:39:28 UTC,2017-04-05 23:09:45 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4559918,https://static.inaturalist.org/photos/5510710/medium.jpg?1479075400,FALSE,FALSE,FALSE,Washington,                               
20161013,60.23914779,24.99419689,2016-10-13 11:22:00 UTC,Athens,,Brown Trout,Salmonidae,Salmo trutta,47518,4593715,371169,meen,2016-11-18 12:24:57 UTC,2017-02-24 08:27:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4593715,https://static.inaturalist.org/photos/5551593/medium.jpg?1479471789,FALSE,FALSE,FALSE,,
20161118,38.633765,-121.22968,2016-11-18 22:41:00 UTC,Pacific Time (US & Canada),FALSE,Chinook Salmon,Salmonidae,Oncorhynchus tshawytscha,54191,4596927,32455,paloma,2016-11-19 01:37:03 UTC,2017-09-16 00:03:22 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4596927,https://static.inaturalist.org/photos/5556314/medium.jpeg?1479519387,FALSE,FALSE,FALSE,California,          
20161118,38.63377167,-121.22969,2016-11-18 22:42:00 UTC,Pacific Time (US & Canada),FALSE,Chinook Salmon,Salmonidae,Oncorhynchus tshawytscha,54191,4596990,32455,paloma,2016-11-19 01:43:14 UTC,2017-11-14 02:04:13 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4596990,https://static.inaturalist.org/photos/5556350/medium.jpeg?1479519748,FALSE,FALSE,FALSE,California,          
20161118,38.63374833,-121.2297233,2016-11-18 22:44:00 UTC,Pacific Time (US & Canada),FALSE,Chinook Salmon,Salmonidae,Oncorhynchus tshawytscha,54191,4597019,32455,paloma,2016-11-19 01:52:26 UTC,2017-09-16 00:02:55 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4597019,https://static.inaturalist.org/photos/5556446/medium.jpeg?1479520318,FALSE,FALSE,FALSE,California,          
20161118,38.633795,-121.2297083,2016-11-18 22:54:00 UTC,Pacific Time (US & Canada),FALSE,Chinook Salmon,Salmonidae,Oncorhynchus tshawytscha,54191,4597132,32455,paloma,2016-11-19 02:23:13 UTC,2017-11-14 02:04:13 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4597132,https://static.inaturalist.org/photos/5556673/medium.jpeg?1479522075,FALSE,FALSE,FALSE,California,          
