observed_on,latitude,longitude,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,positional_accuracy,geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_state_name,species_guess,common_name,taxon_family_name,taxon_genus_name,scientific_name,iconic_taxon_name,taxon_id,id
20100822,49.07427597,1.532936096,,UTC,,160,tiggrx,2010-08-26 05:58:05 UTC,2016-07-07 11:07:58 UTC,research,,http://www.inaturalist.org/observations/8102,https://static.inaturalist.org/photos/18022/medium.jpg?1444293492,,,FALSE,1,0,FALSE,,"Giverny, Eure, France",,,FALSE,,,,,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,8102
20101009,39.43606186,-120.2656174,,Pacific Time (US & Canada),TRUE,32,ap2il,2010-11-19 07:02:28 UTC,2016-04-05 12:07:56 UTC,research,,http://www.inaturalist.org/observations/8989,https://static.inaturalist.org/photos/19303/medium.jpg?1444500203,,,FALSE,1,0,FALSE,,Sagehen Field Reserve,,,FALSE,,,,California,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,8989
20110210,38.564342,-122.690286,,Pacific Time (US & Canada),FALSE,535,moke,2011-02-12 03:37:44 UTC,2017-04-05 22:26:08 UTC,research,,http://www.inaturalist.org/observations/11230,https://static.inaturalist.org/photos/22961/medium.JPG,,,TRUE,3,0,FALSE,,Pepperwood Preserve,,,FALSE,,,,California,rainbow trout (Oncorhynchus mykiss),Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,11230
20110617,39.95210566,-76.47792757,,Eastern Time (US & Canada),TRUE,1175,wabbytwax,2011-06-18 02:54:41 UTC,2017-11-09 18:23:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/21987,https://static.inaturalist.org/photos/39194/medium.jpg?1444334393,rainbow trout Oncorhynchus mykiss,Just caught this nice sized Trout today while fishing with the kids. Released it afterwards.,FALSE,1,0,FALSE,,"Longlevel, PA",,,FALSE,,,,Pennsylvania,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,21987
20110813,38.04714479,-119.281311,,Pacific Time (US & Canada),FALSE,311,antonyw,2011-08-16 05:42:16 UTC,2017-04-05 22:26:32 UTC,research,,http://www.inaturalist.org/observations/28176,https://static.inaturalist.org/photos/50149/medium.jpg?1444360854,,,FALSE,1,0,FALSE,,Hoover Wilderness,,,FALSE,,,,California,rainbow trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,28176
20110812,38.04755034,-119.2808819,,Pacific Time (US & Canada),TRUE,311,antonyw,2011-08-16 05:43:40 UTC,2017-05-04 15:15:05 UTC,research,,http://www.inaturalist.org/observations/28177,https://static.inaturalist.org/photos/50150/medium.jpg?1444360861,,,FALSE,3,1,FALSE,,Hoover Wilderness,,,FALSE,,,,California,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,28177
20110909,36.68046589,-118.7633228,,Pacific Time (US & Canada),,933,chriswbrown,2011-09-12 22:03:03 UTC,2017-06-22 02:10:04 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/30911,https://static.inaturalist.org/photos/53572/medium.JPG,,,FALSE,1,0,FALSE,,"Jennie Lake, Sequoia National Forest, CA, US",,,FALSE,,,,California,rainbow trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,30911
20090803,47.8626013,-121.8165095,,Eastern Time (US & Canada),FALSE,3340,brianslaby,2011-10-19 19:58:08 UTC,2017-04-05 22:26:47 UTC,research,,http://www.inaturalist.org/observations/36116,https://static.inaturalist.org/photos/61032/medium.JPG,,,FALSE,1,0,FALSE,,"Sultan, WA",,,FALSE,,,,Washington,Coho salmon,Coho Salmon,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,Actinopterygii,53692,36116
20111008,49.333028,-124.926095,,Hawaii,,3403,davidr,2011-11-21 01:35:08 UTC,2014-10-20 04:00:31 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/39659,https://static.inaturalist.org/photos/65971/medium.jpg,steelhead,observed at waterfalls near the fish ladder,FALSE,1,0,FALSE,,Stamp River BC,,,FALSE,,,,,rainbow trout (Oncorhynchus mykiss),Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,39659
20091101,37.3635404,-118.3951101,,Pacific Time (US & Canada),,4315,themoose,2012-01-08 23:38:24 UTC,2016-04-05 12:08:20 UTC,research,,http://www.inaturalist.org/observations/46439,https://static.inaturalist.org/photos/74649/medium.JPG,,,FALSE,1,0,FALSE,,"bishop, ca",,,FALSE,,,,California,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,46439
20060610,44.60690713,-110.383544,2006-06-11 00:14:00 UTC,Mountain Time (US & Canada),FALSE,4530,jay,2012-01-25 21:23:33 UTC,2014-10-19 16:17:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/48938,https://static.inaturalist.org/photos/78563/medium.jpg?1444509893,,Cutthroat trout headed up stream. Le Hardy Rapids.,FALSE,1,0,FALSE,,Yellowstone National Park,,,FALSE,,,,Wyoming,Cutthroat Trout,Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,Actinopterygii,68075,48938
20120407,47.40343475,-121.8989105,2012-04-07 22:51:42 UTC,Pacific Time (US & Canada),FALSE,4740,harvestman,2012-04-07 23:03:02 UTC,2014-10-19 17:00:45 UTC,research,CC-BY,http://www.inaturalist.org/observations/63207,https://static.inaturalist.org/photos/97141/medium.jpg,,,FALSE,1,0,FALSE,,,10,,FALSE,,,,Washington,Cutthroat trout,Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,Actinopterygii,68075,63207
20120428,39.17080572,-123.0098361,2012-04-28 21:00:38 UTC,Pacific Time (US & Canada),FALSE,5843,williamshailey6,2012-04-30 04:11:42 UTC,2017-04-05 22:27:43 UTC,research,CC-BY,http://www.inaturalist.org/observations/72221,https://static.inaturalist.org/photos/108737/medium.jpg,,"11 inches, scales are rainbow, fins are brown and spotted.",FALSE,1,0,FALSE,2,"upper lake, CA",,,FALSE,,,,California,rainbow trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,72221
20120511,47.58693253,-121.7479563,,Pacific Time (US & Canada),,5717,richard_olmstead,2012-05-14 14:57:19 UTC,2014-10-19 17:42:30 UTC,research,CC-BY,http://www.inaturalist.org/observations/78930,https://static.inaturalist.org/photos/116524/medium.jpg,,Native coastal cutthroat trout in Cascades foothills lake.  Ca. 25 cm in length; note uniform spotting pattern and orange coloration under gills.,FALSE,1,0,FALSE,,Unnamed lake in King County,,,FALSE,,,,Washington,Oncorhynchus clarkii clarkii,Coastal Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii clarkii,Actinopterygii,128272,78930
20091122,50.026269,-125.249977,2009-11-22 23:24:00 UTC,Eastern Time (US & Canada),TRUE,6731,molajen,2012-05-17 21:17:07 UTC,2017-01-18 06:35:09 UTC,research,CC-BY,http://www.inaturalist.org/observations/80015,https://static.inaturalist.org/photos/117876/medium.jpg?1444494522,,"Male coho salmon, dead at spawning grounds. Food for many predators, including a bald eagle recorded in a separate observation. Interestingly, the brains are the first part of the dead fish to be eaten. Better food value?",FALSE,1,0,FALSE,,"Campbell River, British Columbia, Canada",,,FALSE,,,,,Coho Salmon,Coho Salmon,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,Actinopterygii,53692,80015
20120528,38.61373175,-122.7830387,,Pacific Time (US & Canada),FALSE,505,th0th,2012-05-29 02:27:57 UTC,2017-04-05 22:27:55 UTC,research,CC-BY,http://www.inaturalist.org/observations/84329,https://static.inaturalist.org/photos/123520/medium.jpg?1444501047,,Young Wild Steelhead.,FALSE,1,0,FALSE,,"Alexander Valley, CA",5,,FALSE,,,,California,rainbow trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,84329
20120131,38.04386439,-122.7489781,,Pacific Time (US & Canada),FALSE,6349,chrispincetich,2012-06-06 04:53:56 UTC,2017-04-05 22:28:00 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/88601,https://static.inaturalist.org/photos/129163/medium.JPG,"spawn, coho, salmon, redd, otolith","This coho carcass was discovered in lower Lagunitas Creek after spawning by the MMWD biologist team, who work collaboratively with SPAWN. The photo shows the removal of the inner ear bone, or otolith, to be preserved and incorporated into an ongoing research project based out of UC Berkeley using otolith micro-chemistry to determine the home watershed of individual spawning coho salmon.",FALSE,1,0,FALSE,,Lagunitas Creek,,,FALSE,,,,California,Coho Salmon,Coho Salmon,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,Actinopterygii,53692,88601
20120624,40.77894658,-111.6776061,,Mountain Time (US & Canada),FALSE,4530,jay,2012-06-24 23:47:56 UTC,2014-10-19 18:26:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/95975,https://static.inaturalist.org/photos/139629/medium.jpg,,Shallow stream contained numerous individuals. At least 100 were seen in a 30-yard stretch. ,FALSE,1,0,FALSE,,"Mountain Dell, Utah",,,FALSE,,,,Utah,Cutthroat Trout,Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,Actinopterygii,68075,95975
20120528,39.4314065,-120.2413782,,Pacific Time (US & Canada),TRUE,4918,faerthen,2012-07-01 15:41:43 UTC,2016-04-05 12:08:37 UTC,research,CC-BY,http://www.inaturalist.org/observations/97737,https://static.inaturalist.org/photos/141903/medium.jpg,fish,"From the fishhouse observation windows.

The brookies spawn in front of the windows in late summer. It's a great show!",FALSE,1,0,FALSE,,Sagehen Creek Field Station,,,FALSE,,,,California,Brook trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,97737
20120522,39.52122474,-120.3770061,,Pacific Time (US & Canada),,4918,faerthen,2012-07-01 17:07:04 UTC,2017-06-19 19:36:58 UTC,research,CC-BY,http://www.inaturalist.org/observations/97751,https://static.inaturalist.org/photos/141915/medium.jpg,fish,"Our only native trout, extirpated from Sagehen Creek by introduced brooks, browns and rainbows.

This one lives in the fishhouse channel and was raised in the Forest Service's office aquarium.",FALSE,1,0,FALSE,,"UC Natural Reserve System, US-CA, US",,,TRUE,,,,California,Lahontan cutthroat trout,Lahontan Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii henshawi,Actinopterygii,117315,97751
20090426,39.5953624,-120.3293939,,Pacific Time (US & Canada),,4918,faerthen,2012-07-02 23:10:43 UTC,2017-06-19 19:36:58 UTC,research,CC-BY,http://www.inaturalist.org/observations/98255,https://static.inaturalist.org/photos/142289/medium.jpg,"fish, wildlife","This is Cujo, a native Lahontan Cutthroat trout raised in the Forest Service office aquarium and released into Sagehen Creek.

The native LCTs were extirpated from Sagehen Creek by the introduction of Brook, Brown and Rainbow Trout. 

We are studying these fish with an eye toward eventual reintroduction.",FALSE,1,0,FALSE,,"UC Natural Reserve System, US-CA, US",,,TRUE,,,,California,Lahontan cutthroat trout,Lahontan Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii henshawi,Actinopterygii,117315,98255
20050709,39.43142331,-120.2378348,,Pacific Time (US & Canada),,4918,faerthen,2012-07-19 09:25:31 UTC,2016-04-05 12:08:43 UTC,research,CC-BY,http://www.inaturalist.org/observations/103359,https://static.inaturalist.org/photos/149187/medium.jpeg,,Collected for BKD study. Belly stuffed with our LCTs.,FALSE,1,0,FALSE,,Sagehen Creek Field Station,,,FALSE,,,,California,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,103359
20120721,39.431418,-120.241274,,Pacific Time (US & Canada),TRUE,477,loarie,2012-07-21 22:08:29 UTC,2016-04-05 12:08:44 UTC,research,CC0,http://www.inaturalist.org/observations/104130,https://static.inaturalist.org/photos/150020/medium.jpg?1444543829,,,FALSE,2,0,FALSE,,,10,,FALSE,,,,California,Brook trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,104130
20120806,39.431421,-120.241338,2012-08-06 17:45:14 UTC,Pacific Time (US & Canada),TRUE,8378,ashleyphillips,2012-08-07 01:16:01 UTC,2016-04-05 12:08:45 UTC,research,CC-BY,http://www.inaturalist.org/observations/109913,https://static.inaturalist.org/photos/156993/medium.jpg,,,TRUE,2,0,FALSE,,"Sagehen Creek, Truckee, California, US",,,FALSE,,,,California,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,109913
20120811,37.72562656,-119.1819324,,Pacific Time (US & Canada),FALSE,933,chriswbrown,2012-08-14 03:42:57 UTC,2014-10-19 19:11:47 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/112552,https://static.inaturalist.org/photos/160543/medium.jpg,,,FALSE,1,0,FALSE,,"Thousand Island Lake, Ansel Adams Wilderness, Inyo National Forest",50,,FALSE,,,,California,rainbow trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,112552
20120811,37.72538895,-119.1820075,2012-08-11 20:16:00 UTC,Pacific Time (US & Canada),TRUE,933,chriswbrown,2012-08-14 03:45:09 UTC,2014-10-19 19:11:48 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/112554,https://static.inaturalist.org/photos/160547/medium.JPG,,,FALSE,1,0,FALSE,,"Thousand Island Lake, Ansel Adams Wilderness, Inyo National Forest",50,,FALSE,,,,California,Brook trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,112554
20060729,38.16263992,-119.8265544,2006-07-29 22:49:00 UTC,Pacific Time (US & Canada),TRUE,1,kueda,2012-08-14 04:49:19 UTC,2016-04-05 12:08:45 UTC,research,CC0,http://www.inaturalist.org/observations/112588,https://static.inaturalist.org/photos/160585/medium.jpg?1444554015,,"Ok, it wasn't called Dumbfish Creek until Skyler Christened it so, but seriously, these were some very dumb fish.  After we had both jumped into this beautiful, sandy, deep corner pool, these two idiots still hit the lure we tossed them.

These are brook trout (<i>Salvelinus fontinalis</i>), btw.  They are an introduced species, which makes me feel marginally better about how they are being mistreated in this photo, but not much.  Catching these made me realize I have no idea how to humanely kill a large fish.",FALSE,3,0,FALSE,,"Emigrant Wilderness, CA, USA",7470,,FALSE,,manual,,California,Brook trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,112588
20120815,60.53088922,-149.5574947,2012-08-16 03:59:53 UTC,Alaska,TRUE,1000,muir,2012-08-16 22:16:59 UTC,2017-04-05 22:28:24 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/113377,https://static.inaturalist.org/photos/162996/medium.JPG?1444787923,,,FALSE,2,0,FALSE,2,Tern Lake outlet stream,16,,FALSE,gps,gps,,Alaska,Sockeye Salmon,Sockeye Salmon,Salmonidae,Oncorhynchus,Oncorhynchus nerka,Actinopterygii,69922,113377
20120812,40.2851278,-105.6881788,,Hawaii,FALSE,3403,davidr,2012-08-17 09:53:46 UTC,2015-05-27 19:43:51 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/113560,https://static.inaturalist.org/photos/162309/medium.jpg?1444787794,,,FALSE,1,0,FALSE,,"Rocky Mountain National Park, CO",25000,,FALSE,,,,Colorado,Cutthroat Trout,Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,Actinopterygii,68075,113560
20120825,61.13786686,-146.3336056,2012-08-25 21:16:55 UTC,Alaska,TRUE,1000,muir,2012-08-27 23:18:38 UTC,2017-04-05 22:28:29 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/117153,https://static.inaturalist.org/photos/167715/medium.JPG?1444789458,,Chums and/or pinks?  There's been a (successful?) marketing effort afoot to rebrand chum/dog salmon as keta.  Sounds more appetizing apparently.,FALSE,2,0,FALSE,2,"Crooked Creek & Duck Flats, Valdez",6,,FALSE,gps,gps,,Alaska,Chum Salmon,Chum Salmon,Salmonidae,Oncorhynchus,Oncorhynchus keta,Actinopterygii,107572,117153
20070802,55.7794311,-132.8179953,,Pacific Time (US & Canada),TRUE,8755,belinda,2012-09-02 20:08:49 UTC,2017-09-05 18:55:47 UTC,research,CC-BY,http://www.inaturalist.org/observations/118601,https://static.inaturalist.org/photos/169463/medium.JPG,,pink salmon,FALSE,3,0,FALSE,,"Prince of Wales Island, AK",132377,,FALSE,,,,Alaska,Oncorhynchus gorbuscha,Pink Salmon,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,Actinopterygii,107570,118601
20120827,36.42157619,-118.5203363,,Pacific Time (US & Canada),TRUE,4623,ryanubrown,2012-09-06 22:34:11 UTC,2017-08-20 00:45:34 UTC,research,CC-BY,http://www.inaturalist.org/observations/120050,https://static.inaturalist.org/photos/171215/medium.JPG,,,FALSE,2,0,FALSE,,"Sequoia NP, CA",,,FALSE,,,,California,Brook trout (Salvelinus fontinalis),Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,120050
20120306,-42.64501894,-71.87943129,,Eastern Time (US & Canada),TRUE,5134,jthomas,2012-09-14 01:39:45 UTC,2014-10-19 19:41:11 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/122375,https://static.inaturalist.org/photos/174510/medium.jpg?1444572839,"makara, MVF, fishtagger, bluecloud, makara74",rainbow trout,FALSE,1,0,FALSE,,"Bariloche, Argentina",,,FALSE,,,,,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,122375
20120913,39.34126746,-120.4157625,,Pacific Time (US & Canada),FALSE,8094,ekrimmel,2012-09-14 16:25:43 UTC,2017-04-05 22:28:37 UTC,research,CC-BY-SA,http://www.inaturalist.org/observations/122589,https://static.inaturalist.org/photos/174740/medium.JPG?1444790605,fish,Swimming in shallow tributary stream.,FALSE,1,0,FALSE,,"California, US",0,obscured,TRUE,,manual,,California,rainbow trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,122589
20100108,44.10950522,-109.164393,,Mountain Time (US & Canada),FALSE,5134,jthomas,2012-09-14 16:36:02 UTC,2015-04-28 00:54:53 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/122591,https://static.inaturalist.org/photos/174747/medium.jpg?1444573292,"fishtagger, bluecloud, makara74","Cutthroat trout caught and released on the Greybull River in Wyoming.  The Greybull has the most pristine and intact cutthroat population in the US due to some irrigation diversions that prevented brown, rainbow and brook trout from moving into their habitat.  The entire upper watershed is protected by the Pitchfork Ranch owners who prohibit almost any fishing.  We were lucky enough to get a chance to fish it while we were doing some restoration to one of the side creeks 2 years ago.  The area also is home to over 8,000 elk, grizzlies and a large wolf population.",FALSE,2,0,FALSE,,"Cody, WY",,,FALSE,,,,Wyoming,Cutthroat Trout,Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,Actinopterygii,68075,122591
20110911,43.46001527,-111.4068467,,Mountain Time (US & Canada),TRUE,5134,jthomas,2012-09-14 17:15:34 UTC,2017-04-05 22:28:37 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/122610,https://static.inaturalist.org/photos/174768/medium.jpg?1444573315,"fishtagger, bluecloud, makara74",Rainbow trout on the South Fork of the Snake River.  The species is introduced and thrives as part of a major sport fishing industry in the area,FALSE,1,0,FALSE,,"swan valley, idaho",,,FALSE,,,,Idaho,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,122610
20080316,-53.85474539,-68.25137619,2008-03-16 11:23:00 UTC,Buenos Aires,,5134,jthomas,2012-09-14 19:45:44 UTC,2014-10-19 19:42:06 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/122689,https://static.inaturalist.org/photos/174871/medium.jpg?1444573526,"fishtagger, bluecloud, makara74",Brown trout tagging study on the Rio Grande in Tierra Del Fuego.  Study was conducted by U Montana. ,FALSE,1,0,FALSE,,"Rio Grande, Tierra Del Fuego",,,FALSE,,manual,,Tierra del Fuego,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,122689
20120916,38.15720047,-119.8841934,,Pacific Time (US & Canada),TRUE,1,kueda,2012-09-17 05:58:58 UTC,2016-04-05 12:08:48 UTC,research,CC0,http://www.inaturalist.org/observations/124027,https://static.inaturalist.org/photos/176200/medium.jpg,,Thanks to n8 for taking the pic.,FALSE,3,0,FALSE,,"Emigrant Wilderness, Tuolumne County, CA, USA",11,,FALSE,,,,California,Brook trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,124027
20010621,38.43952328,-122.9756081,,Pacific Time (US & Canada),FALSE,10264,dutchbill,2012-10-17 14:06:35 UTC,2017-04-05 22:28:53 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/136585,https://static.inaturalist.org/photos/189915/medium.jpg?1444792188,,"juvenile coho salmon
DFG survey",FALSE,1,0,FALSE,,"Occidental,CA",,,FALSE,,,,California,Coho Salmon,Coho Salmon,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,Actinopterygii,53692,136585
20090220,-42.155266,145.913729,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-10-26 07:00:13 UTC,2016-10-06 06:55:22 UTC,research,CC-BY,http://www.inaturalist.org/observations/139425,https://static.inaturalist.org/photos/193309/medium.JPG?1351234828,"black, brown","Or could be Rainbow Trout, I guess, though it looks pretty all-brown.  

Frenchman's Cap trailhead area.",FALSE,1,0,FALSE,,"Franklin-Gordon Wild Rivers National Park, Tasmania, Australia",21512,,FALSE,,manual,,Tasmania,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,139425
20060604,40.3093187,-105.6591235,,Central Time (US & Canada),FALSE,9531,kucycads,2012-11-03 05:49:00 UTC,2018-02-02 16:10:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/143118,https://static.inaturalist.org/photos/198016/medium.JPG?1351921759,,,FALSE,0,0,FALSE,,"Dream Lake, Rocky Mountain National Park",239,,FALSE,,,,Colorado,Cutthroat Trout,Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,Actinopterygii,68075,143118
20090412,47.99066842,11.2761569,,Mexico City,,7504,annemirdl,2012-12-09 01:01:54 UTC,2016-07-08 12:19:18 UTC,research,,http://www.inaturalist.org/observations/159246,https://static.inaturalist.org/photos/216545/medium.jpg?1444464377,,"Brook trout, Bachforelle, Salmo trutta fario.",FALSE,1,0,FALSE,,Maisinger Schlucht,,,FALSE,,,,Bayern,Truite fario,River Trout,Salmonidae,Salmo,Salmo trutta fario,Actinopterygii,47514,159246
20111022,40.24216099,-105.6995168,,Pacific Time (US & Canada),FALSE,8755,belinda,2012-12-22 00:41:02 UTC,2018-02-04 03:58:10 UTC,research,CC-BY,http://www.inaturalist.org/observations/165517,https://static.inaturalist.org/photos/221756/medium.jpg?1494477600,,,FALSE,1,0,FALSE,,"Colorado, US",200,,TRUE,,,,Colorado,Cutthroat Trout,Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,Actinopterygii,68075,165517
20100525,45.99597778,-89.09534454,,Pacific Time (US & Canada),FALSE,11673,dreierj,2012-12-28 17:40:33 UTC,2014-10-19 21:48:40 UTC,research,,http://www.inaturalist.org/observations/168474,https://static.inaturalist.org/photos/225415/medium.JPG?1356758327,,,FALSE,1,0,FALSE,,"Deerskin River, Wisconsin",515,,FALSE,,manual,,Wisconsin,Brook trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,168474
20121218,-45.11162517,167.9542947,2012-12-18 06:15:41 UTC,Brisbane,,8074,mccain,2013-01-04 04:27:50 UTC,2016-12-28 03:49:02 UTC,research,CC-BY,http://www.inaturalist.org/observations/172543,https://static.inaturalist.org/photos/228821/medium.jpg?1444582843,,,FALSE,1,0,FALSE,,"Eglinton River, New Zealand",,,FALSE,,,,Southland,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,172543
20121213,-44.91377016,168.311304,2012-12-13 08:31:08 UTC,Brisbane,TRUE,8074,mccain,2013-01-04 04:27:53 UTC,2016-12-28 03:47:51 UTC,research,CC-BY,http://www.inaturalist.org/observations/172544,https://static.inaturalist.org/photos/228822/medium.jpg?1444582851,,,FALSE,1,0,FALSE,,"Caples River, New Zealand",,,FALSE,,,,Otago,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,172544
20121210,-44.9346797,168.1803237,2012-12-10 08:20:26 UTC,Brisbane,TRUE,8074,mccain,2013-01-04 04:27:54 UTC,2016-12-28 03:47:20 UTC,research,CC-BY,http://www.inaturalist.org/observations/172545,https://static.inaturalist.org/photos/228823/medium.jpg?1444582861,,,FALSE,1,0,FALSE,,"Greenstone River, New Zealand",,,FALSE,,,,Otago,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,172545
20121210,-44.91863665,168.1686507,2012-12-10 05:00:38 UTC,Brisbane,TRUE,8074,mccain,2013-01-04 04:27:55 UTC,2016-12-28 03:46:31 UTC,research,CC-BY,http://www.inaturalist.org/observations/172546,https://static.inaturalist.org/photos/228824/medium.jpg?1444582876,,,FALSE,1,0,FALSE,,"Greenstone River, New Zealand",,,FALSE,,,,Otago,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,172546
20121209,-44.96820976,168.2187758,2012-12-09 10:40:30 UTC,Brisbane,TRUE,8074,mccain,2013-01-04 04:27:55 UTC,2016-12-28 03:45:24 UTC,research,CC-BY,http://www.inaturalist.org/observations/172547,https://static.inaturalist.org/photos/228825/medium.jpg?1444582881,,,FALSE,1,0,FALSE,,"Greenstone River, New Zealand",,,FALSE,,,,Otago,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,172547
20121208,-44.90745249,168.158351,2012-12-08 06:01:58 UTC,Brisbane,TRUE,8074,mccain,2013-01-04 04:27:56 UTC,2016-12-28 03:44:52 UTC,research,CC-BY,http://www.inaturalist.org/observations/172548,https://static.inaturalist.org/photos/228826/medium.jpg?1444582887,,,FALSE,1,0,FALSE,,"Greenstone River, New Zealand",,,FALSE,,,,Otago,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,172548
20121208,-44.90404818,168.1576644,2012-12-08 04:33:32 UTC,Brisbane,TRUE,8074,mccain,2013-01-04 04:27:56 UTC,2016-12-28 03:43:53 UTC,research,CC-BY,http://www.inaturalist.org/observations/172549,https://static.inaturalist.org/photos/228827/medium.jpg?1444582895,,,FALSE,1,0,FALSE,,"Greenstone River, New Zealand",,,FALSE,,,,Otago,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,172549
