observed_on,latitude,longitude,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,positional_accuracy,geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_state_name,species_guess,common_name,taxon_family_name,taxon_genus_name,scientific_name,iconic_taxon_name,taxon_id,id
20161008,42.01559445,-75.38531333,2016-10-08 19:36:58 UTC,Eastern Time (US & Canada),,135019,madcap3693,2017-05-08 20:31:43 UTC,2017-05-09 13:38:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6143249,https://static.inaturalist.org/photos/7697773/medium.jpg?1494275510,,,FALSE,1,0,FALSE,3,"Aldrich Rd, Deposit, NY, US",,,FALSE,,,,New York,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,6143249
20160823,45.870445,-69.11077217,2016-08-23 19:24:03 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-08 20:40:47 UTC,2017-11-23 18:57:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6143312,https://static.inaturalist.org/photos/7697947/medium.jpg?1494276058,,,FALSE,1,0,FALSE,3,"5301–5819 Golden Rd, Northeast Piscataquis, ME, US",,,FALSE,,,,Maine,Atlantic Salmon,Atlantic Salmon,Salmonidae,Salmo,Salmo salar,Actinopterygii,48648,6143312
20160625,44.43767167,-73.70561167,2016-06-25 11:37:52 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-08 21:02:03 UTC,2017-05-09 13:35:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6143501,https://static.inaturalist.org/photos/7698283/medium.jpg?1494277330,,,FALSE,1,0,FALSE,3,"Adirondack Park, Jay, NY, US",,,FALSE,,,,New York,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,6143501
20170508,,,2017-05-08 20:32:17 UTC,Eastern Time (US & Canada),,474731,treedogff,2017-05-09 12:45:32 UTC,2017-07-16 15:25:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6149224,https://static.inaturalist.org/photos/7707679/medium.jpg?1494333941,,,FALSE,2,0,FALSE,3,,500,private,TRUE,,,,North Carolina,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,6149224
20170508,,,2017-05-08 16:07:12 UTC,Eastern Time (US & Canada),TRUE,474731,treedogff,2017-05-09 12:51:06 UTC,2017-07-16 15:25:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6149269,https://static.inaturalist.org/photos/7707734/medium.jpg?1494334295,,,FALSE,1,0,FALSE,3,,,private,TRUE,,,,North Carolina,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6149269
20170506,42.50037779,-124.2820449,2017-05-06 17:19:42 UTC,Pacific Time (US & Canada),FALSE,456278,brewerjones,2017-05-09 14:02:14 UTC,2017-05-23 22:36:12 UTC,research,,https://www.inaturalist.org/observations/6149880,https://static.inaturalist.org/photos/7708561/medium.jpg?1494338565,,"Wild Steelhead, released. ",FALSE,1,0,FALSE,3,"Rogue River-Siskiyou National Forest, Agness, OR, US",956,,FALSE,,,,Oregon,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6149880
20150929,38.25975028,-119.6733851,2015-09-29 12:49:00 UTC,Pacific Time (US & Canada),TRUE,478602,ccorr,2017-05-10 10:42:11 UTC,2017-05-10 13:02:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6159169,https://static.inaturalist.org/photos/7722782/medium.jpg?1494412650,,Brook Trout 9000' + elevation.,FALSE,1,0,FALSE,,"Tuolumne County, CA, USA",3906,,FALSE,,,,California,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,6159169
20170426,38.65990793,-78.25302292,2017-04-27 00:12:35 UTC,Eastern Time (US & Canada),FALSE,395098,helenroberts,2017-05-10 16:11:37 UTC,2017-11-10 06:14:50 UTC,research,,https://www.inaturalist.org/observations/6160972,https://static.inaturalist.org/photos/7725082/medium.jpg?1494432704,,,FALSE,1,0,FALSE,3,"22740, Sperryville, VA, US",985,,FALSE,,,,Virginia,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,6160972
20170510,,,2017-05-10 15:16:05 UTC,Eastern Time (US & Canada),FALSE,474731,treedogff,2017-05-10 16:25:22 UTC,2017-07-16 15:25:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6161039,https://static.inaturalist.org/photos/7725170/medium.jpg?1494433547,,,FALSE,1,0,FALSE,3,,,private,TRUE,,,,North Carolina,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,6161039
20170510,,,2017-05-10 15:00:27 UTC,Eastern Time (US & Canada),FALSE,474731,treedogff,2017-05-10 16:27:46 UTC,2017-07-16 15:25:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6161053,https://static.inaturalist.org/photos/7725184/medium.jpg?1494433690,,,FALSE,1,0,FALSE,3,,,private,TRUE,,,,North Carolina,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,6161053
20170510,,,2017-05-10 13:29:17 UTC,Eastern Time (US & Canada),,474731,treedogff,2017-05-10 16:30:05 UTC,2017-07-16 15:25:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6161063,https://static.inaturalist.org/photos/7725199/medium.jpg?1494433826,,,FALSE,1,0,FALSE,3,,,private,TRUE,,,,North Carolina,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,6161063
20160703,45.176605,-67.77376667,2016-07-03 16:55:19 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-10 18:39:56 UTC,2017-05-10 19:09:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162113,https://static.inaturalist.org/photos/7726769/medium.jpg?1494441606,,,FALSE,1,0,FALSE,3,"5–99 Hatchery Ln, Grand Lake Stream, ME, US",,,FALSE,,,,Maine,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,6162113
20160703,45.17893833,-67.77608667,2016-07-03 15:52:34 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-10 18:41:13 UTC,2017-11-23 18:55:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162126,https://static.inaturalist.org/photos/7726798/medium.jpg?1494441684,,,FALSE,1,0,FALSE,3,"88–94 Milford Rd, Grand Lake Stream, ME, US",,,FALSE,,,,Maine,Atlantic Salmon,Atlantic Salmon,Salmonidae,Salmo,Salmo salar,Actinopterygii,48648,6162126
20160430,41.02298617,-75.20508667,2016-04-30 16:03:23 UTC,Eastern Time (US & Canada),,135019,madcap3693,2017-05-10 18:44:08 UTC,2017-05-11 10:29:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162155,https://static.inaturalist.org/photos/7726836/medium.jpg?1494441857,,,FALSE,1,0,FALSE,3,"18301, Stroud, PA, US",,,FALSE,,,,Pennsylvania,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,6162155
20150705,44.773075,-70.926645,2015-07-05 13:50:46 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-10 18:46:22 UTC,2017-05-11 11:56:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162178,https://static.inaturalist.org/photos/7726873/medium.jpg?1494441989,,,FALSE,2,0,FALSE,3,"Rapid River, North Oxford, ME, US",,,FALSE,,,,Maine,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,6162178
20140527,40.90731167,-109.4137033,2014-05-27 17:14:16 UTC,Eastern Time (US & Canada),,135019,madcap3693,2017-05-10 18:49:35 UTC,2017-12-15 05:16:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162192,https://static.inaturalist.org/photos/7726914/medium.jpg?1494442181,,,FALSE,2,0,FALSE,3,"Green River, Dutch John, UT, US",,,FALSE,,,,Utah,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,6162192
20150705,44.77301333,-70.92633833,2015-07-05 12:18:10 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-10 18:51:08 UTC,2017-11-23 18:55:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162201,https://static.inaturalist.org/photos/7726938/medium.jpg?1494442276,,,FALSE,1,0,FALSE,3,"04216, North Oxford, ME, US",,,FALSE,,,,Maine,Atlantic Salmon,Atlantic Salmon,Salmonidae,Salmo,Salmo salar,Actinopterygii,48648,6162201
20130325,43.512,-76.00133333,2013-03-25 12:07:05 UTC,Eastern Time (US & Canada),TRUE,135019,madcap3693,2017-05-10 18:56:35 UTC,2017-06-13 03:03:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162231,https://static.inaturalist.org/photos/7726984/medium.jpg?1494442603,,,FALSE,1,0,FALSE,3,"54–62 Bridge St, Altmar, NY, US",,,FALSE,,,,New York,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6162231
20131013,43.51802,-76.00393612,2013-10-13 11:04:30 UTC,Eastern Time (US & Canada),TRUE,135019,madcap3693,2017-05-10 18:58:45 UTC,2017-11-14 01:21:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162258,https://static.inaturalist.org/photos/7727020/medium.jpg?1494442732,,,FALSE,1,0,FALSE,3,"Salmon River, Altmar, NY, US",,,FALSE,,,,New York,Chinook Salmon,Chinook Salmon,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,Actinopterygii,54191,6162258
20140526,40.91277833,-109.3310617,2014-05-26 19:48:46 UTC,Eastern Time (US & Canada),TRUE,135019,madcap3693,2017-05-10 19:00:56 UTC,2017-12-15 05:16:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162279,https://static.inaturalist.org/photos/7727058/medium.jpg?1494442864,,,FALSE,2,0,FALSE,3,"Green River, Dutch John, UT, US",,,FALSE,,,,Utah,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6162279
20140927,41.88946667,-73.35804667,2014-09-27 19:32:51 UTC,Eastern Time (US & Canada),TRUE,135019,madcap3693,2017-05-10 19:02:21 UTC,2017-05-10 19:09:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162287,https://static.inaturalist.org/photos/7727079/medium.jpg?1494442949,,,FALSE,1,0,FALSE,3,"179–211 River Rd, Sharon, CT, US",,,FALSE,,,,Connecticut,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6162287
20130602,41.92666667,-74.841,2013-06-02 12:08:23 UTC,Eastern Time (US & Canada),,135019,madcap3693,2017-05-10 19:03:54 UTC,2017-05-11 10:29:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162302,https://static.inaturalist.org/photos/7727092/medium.jpg?1494443040,,,FALSE,1,0,FALSE,3,"Catskill State Park, Rockland, NY, US",,,FALSE,,,,New York,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,6162302
20160624,44.30476333,-73.92871167,2016-06-24 23:14:00 UTC,Eastern Time (US & Canada),,135019,madcap3693,2017-05-10 19:08:06 UTC,2017-05-11 10:29:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162354,https://static.inaturalist.org/photos/7727184/medium.jpg?1494443293,,,FALSE,1,0,FALSE,3,"Adirondack Park, North Elba, NY, US",,,FALSE,,,,New York,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,6162354
20161009,42.00265,-75.38408667,2016-10-09 13:58:41 UTC,Eastern Time (US & Canada),TRUE,135019,madcap3693,2017-05-10 19:09:43 UTC,2017-06-13 03:03:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162367,https://static.inaturalist.org/photos/7727211/medium.jpg?1494443392,,,FALSE,1,0,FALSE,3,"63–99 Hale Eddy Bridge Rd, Sanford, NY, US",,,FALSE,,,,New York,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6162367
20160515,41.07044717,-74.21440833,2016-05-15 18:03:53 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-10 19:12:16 UTC,2017-05-11 10:28:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162394,https://static.inaturalist.org/photos/7727245/medium.jpg?1494443544,,,FALSE,1,0,FALSE,3,"38–58 Bear Swamp Rd, Mahwah, NJ, US",,,FALSE,,,,New Jersey,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,6162394
20150503,41.07098333,-74.21418833,2015-05-03 19:45:26 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-10 19:16:33 UTC,2017-09-17 13:18:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162444,https://static.inaturalist.org/photos/7727292/medium.jpg?1494443800,,,FALSE,2,0,FALSE,3,"38–58 Bear Swamp Rd, Mahwah, NJ, US",,,FALSE,,,,New Jersey,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,6162444
20150817,45.87692167,-69.1283945,2015-08-17 15:53:02 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-10 19:28:37 UTC,2017-11-23 18:55:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162531,https://static.inaturalist.org/photos/7727460/medium.jpg?1494444525,,,FALSE,1,0,FALSE,3,"West Branch Penobscot River, Northeast Piscataquis, ME, US",,,FALSE,,,,Maine,Atlantic Salmon,Atlantic Salmon,Salmonidae,Salmo,Salmo salar,Actinopterygii,48648,6162531
20170225,40.7556,-73.14868883,2017-02-25 15:33:20 UTC,Eastern Time (US & Canada),TRUE,135019,madcap3693,2017-05-10 20:03:34 UTC,2017-05-11 10:29:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6162995,https://static.inaturalist.org/photos/7728030/medium.jpg?1494446622,,,FALSE,1,0,FALSE,3,"Connetquot River State Park, Islip, NY, US",,,FALSE,,,,New York,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6162995
20160717,40.8368539,-74.94887188,2016-07-17 18:23:07 UTC,Eastern Time (US & Canada),TRUE,135019,madcap3693,2017-05-10 20:28:08 UTC,2017-05-10 23:11:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6163321,https://static.inaturalist.org/photos/7728546/medium.jpg?1494448096,,,FALSE,1,0,FALSE,3,"07863, Liberty, NJ, US",154,,FALSE,,,,New Jersey,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6163321
20140819,45.671245,-69.44693,2014-08-19 23:17:22 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-10 20:33:51 UTC,2017-11-23 18:55:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6163433,https://static.inaturalist.org/photos/7728664/medium.jpg?1494448440,,,FALSE,1,0,FALSE,3,"3348–3412 Lily Bay Rd, Northwest Piscataquis, ME, US",,,FALSE,,,,Maine,Atlantic Salmon,Atlantic Salmon,Salmonidae,Salmo,Salmo salar,Actinopterygii,48648,6163433
20140807,47.68723249,-84.70373154,2014-08-07 12:13:00 UTC,Eastern Time (US & Canada),TRUE,5967,mikeburrell,2017-05-10 20:49:37 UTC,2017-09-14 16:25:46 UTC,research,CC-BY-NC,http://inaturalist.ca/observations/6163601,https://static.inaturalist.org/photos/7728838/medium.jpg?1494449081,,,FALSE,2,0,FALSE,,Mijinemungshing Lake--south end,244,,FALSE,,,,,Lake Trout,Lake Trout,Salmonidae,Salvelinus,Salvelinus namaycush,Actinopterygii,111991,6163601
20101113,40.83866667,-74.97533333,2010-11-13 16:15:00 UTC,Eastern Time (US & Canada),TRUE,135019,madcap3693,2017-05-10 21:55:34 UTC,2017-05-11 10:28:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6164277,https://static.inaturalist.org/photos/7730027/medium.jpeg?1494453301,,,FALSE,1,0,FALSE,,"White, NJ, USA",,,FALSE,,,,New Jersey,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6164277
20110528,40.83766667,-74.953,2011-05-28 18:54:00 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-10 21:58:22 UTC,2017-05-11 10:27:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6164303,https://static.inaturalist.org/photos/7730077/medium.jpeg?1494453501,,,FALSE,1,0,FALSE,,"Liberty, NJ, USA",,,FALSE,,,,New Jersey,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,6164303
20110824,45.5829894,-69.72138405,2011-08-24 12:39:00 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-10 22:02:47 UTC,2017-11-23 18:55:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6164328,https://static.inaturalist.org/photos/7730125/medium.jpg?1494453721,,,FALSE,1,0,FALSE,,"Somerset County, ME, USA",122,,FALSE,,,,Maine,Atlantic Salmon,Atlantic Salmon,Salmonidae,Salmo,Salmo salar,Actinopterygii,48648,6164328
20120407,41.05416667,-74.22183333,2012-04-07 17:21:00 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-10 22:03:56 UTC,2017-06-06 09:30:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6164338,https://static.inaturalist.org/photos/7730163/medium.jpeg?1494453838,,,FALSE,1,0,FALSE,,"Mahwah, NJ 07430, USA",,,FALSE,,,,New Jersey,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,6164338
20120602,41.92733333,-74.8415,2012-06-02 12:41:00 UTC,Eastern Time (US & Canada),,135019,madcap3693,2017-05-10 22:05:45 UTC,2017-05-11 10:27:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6164357,https://static.inaturalist.org/photos/7730202/medium.jpeg?1494453942,,,FALSE,1,0,FALSE,,"Sullivan County, NY, USA",,,FALSE,,,,New York,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,6164357
20140823,45.87291201,-69.11521554,2014-08-23 22:45:00 UTC,Eastern Time (US & Canada),FALSE,135019,madcap3693,2017-05-10 22:08:37 UTC,2017-05-11 10:27:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6164380,https://static.inaturalist.org/photos/7730239/medium.jpg?1494454095,,,FALSE,1,0,FALSE,,"Piscataquis County, ME, USA",15,,FALSE,,,,Maine,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,6164380
20170503,44.52768944,-110.8361126,2017-05-03 20:45:00 UTC,Pacific Time (US & Canada),FALSE,83288,bobmcd,2017-05-12 17:24:02 UTC,2017-09-15 03:35:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6182985,https://static.inaturalist.org/photos/7757387/medium.jpeg?1494608617,,,FALSE,1,0,FALSE,,"Teton County, WY, USA",15,,FALSE,,,,Wyoming,Cutthroat Trout,Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,Actinopterygii,68075,6182985
20170512,36.748032,-105.497074,,Mountain Time (US & Canada),,481214,keithgtidball,2017-05-13 14:32:03 UTC,2017-05-13 17:16:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6192619,https://static.inaturalist.org/photos/7772648/medium.jpg?1494685926,,Non-native brook trout taken from Cabresto Lake using dry fly (midge). New Mexico Fish regulations encourage removing caught brook trout from the watershed to reduce competition with native cut throat trout.,FALSE,1,0,FALSE,,Cabresto Lake,630,,FALSE,,,,New Mexico,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis fontinalis,Actinopterygii,238361,6192619
20160613,41.0046076,-121.4383139,2016-06-14 04:18:00 UTC,Pacific Time (US & Canada),FALSE,478602,ccorr,2017-05-13 18:53:16 UTC,2017-05-14 01:07:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6195661,https://static.inaturalist.org/photos/7777026/medium.jpeg?1494701491,,,FALSE,1,0,FALSE,,"Fall River Mills, CA 96028, USA",3206,,FALSE,,,,California,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6195661
20120628,35.60162677,-81.62982784,2012-06-29 03:57:00 UTC,Central Time (US & Canada),,18780,hydaticus,2017-05-14 03:41:09 UTC,2017-07-16 15:24:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6202699,https://static.inaturalist.org/photos/7787772/medium.jpeg?1494733205,,,FALSE,1,0,FALSE,,"Burke County, NC, USA",190,,FALSE,,,,North Carolina,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,6202699
20160527,38.03115,-122.5474917,2016-05-27 19:49:00 UTC,Pacific Time (US & Canada),FALSE,78845,mazer,2017-05-16 07:51:16 UTC,2018-01-22 08:22:05 UTC,research,,https://www.inaturalist.org/observations/6233007,https://static.inaturalist.org/photos/7833252/medium.jpeg?1494921010,,Is this a baby Coho Salmon???,FALSE,1,0,FALSE,,"Lucas Valley-Marinwood, CA 94903, USA",,,FALSE,,,,California,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6233007
20150424,41.2689311,-81.6393255,2015-04-24 14:32:00 UTC,Eastern Time (US & Canada),TRUE,38482,dtoth,2017-05-16 12:31:15 UTC,2017-11-23 18:51:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6233955,https://static.inaturalist.org/photos/7834229/medium.jpeg?1494937813,,,FALSE,1,0,FALSE,,"Brecksville, OH 44141, USA",79,,FALSE,,,,Ohio,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6233955
20160516,49.0557801,-119.4744774,2016-05-17 04:10:50 UTC,Pacific Time (US & Canada),TRUE,483413,eamonriordanshort,2017-05-17 04:13:21 UTC,2018-01-23 18:33:52 UTC,research,,https://www.inaturalist.org/observations/6244203,https://static.inaturalist.org/photos/7849646/medium.jpeg?1494994407,,,FALSE,2,0,FALSE,2,Okanagan-Similkameen BC,16511,,FALSE,gps,gps,,,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6244203
20170518,37.620925,-118.7370917,2017-05-18 18:13:28 UTC,Pacific Time (US & Canada),TRUE,19971,geodani,2017-05-18 21:44:40 UTC,2017-05-19 22:03:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6264712,https://static.inaturalist.org/photos/7879260/medium.jpg?1495143894,,,FALSE,2,0,FALSE,3,"Lake Crowley, Mammoth Lakes, CA, US",,,FALSE,,,,California,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6264712
20150816,37.15817095,-119.0694466,2015-08-16 20:09:00 UTC,Pacific Time (US & Canada),TRUE,436984,yerbasanta,2017-05-18 23:15:59 UTC,2017-06-28 00:55:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6265618,https://static.inaturalist.org/photos/7880548/medium.jpeg?1495149326,,,FALSE,1,0,FALSE,,"Fresno County, CA, USA",244,,FALSE,,,,California,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,6265618
20170518,37.62092,-118.737145,2017-05-18 16:24:12 UTC,Pacific Time (US & Canada),TRUE,19971,geodani,2017-05-18 23:51:58 UTC,2017-05-19 07:32:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6266012,https://static.inaturalist.org/photos/7881327/medium.jpg?1495151733,,Released ,FALSE,1,0,FALSE,3,"Lake Crowley, Mammoth Lakes, CA, US",,,FALSE,,,,California,Cutthroat Trout,Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,Actinopterygii,68075,6266012
20170515,-43.45865,172.3901667,2017-05-14 23:17:00 UTC,Wellington,TRUE,128671,katemccombs,2017-05-19 04:46:43 UTC,2017-05-20 04:49:30 UTC,research,CC-BY-NC,http://naturewatch.org.nz/observations/6268955,https://static.inaturalist.org/photos/7886184/medium.jpeg?1495168422,,"On edge of fast flowing water, almost dead.",FALSE,1,0,FALSE,,"Eyrewell Forest, New Zealand",,,FALSE,,,,Canterbury,Chinook Salmon,Chinook Salmon,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,Actinopterygii,54191,6268955
20170519,37.6202,-118.7269217,2017-05-19 17:06:53 UTC,Pacific Time (US & Canada),TRUE,19971,geodani,2017-05-20 04:10:08 UTC,2017-05-20 08:09:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6280922,https://static.inaturalist.org/photos/7904966/medium.jpg?1495253414,,,FALSE,1,0,FALSE,3,"Lake Crowley, Mammoth Lakes, CA, US",,,FALSE,,,,California,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6280922
20170520,35.35248833,-82.77660333,2017-05-20 16:48:24 UTC,Eastern Time (US & Canada),,81136,jmarchal,2017-05-20 18:10:16 UTC,2017-05-21 17:11:36 UTC,research,,https://www.inaturalist.org/observations/6287754,https://static.inaturalist.org/photos/7913604/medium.jpg?1495303836,,,FALSE,2,0,FALSE,3,"Pisgah National Forest, Brevard, NC, US",,,FALSE,,,,North Carolina,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,6287754
20170520,41.02324167,-75.2051,2017-05-20 15:19:11 UTC,Eastern Time (US & Canada),,135019,madcap3693,2017-05-21 18:08:18 UTC,2017-05-22 02:48:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6305351,https://static.inaturalist.org/photos/7937593/medium.jpg?1495390107,,,FALSE,1,0,FALSE,3,"18301, Stroud, PA, US",,,FALSE,,,,Pennsylvania,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,6305351
20170520,41.01022222,-75.21254667,2017-05-20 16:50:41 UTC,Eastern Time (US & Canada),TRUE,135019,madcap3693,2017-05-21 18:08:53 UTC,2017-05-22 02:47:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6305355,https://static.inaturalist.org/photos/7937608/medium.jpg?1495390145,,,FALSE,1,0,FALSE,3,"2297 Clearview Ave, Stroud, PA, US",,,FALSE,,,,Pennsylvania,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,6305355
